Line_Num,ESP32_Time,ID0,LinAcc_x,LinAcc_y,LinAcc_z,Pitch_deg,Roll_deg,Yaw_deg,Gyro_deg_x,Gyro_deg_y,Gyro_deg_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1,RawPress_Pa,RawAirspeed,CorrAirspeed,temp_C,ID2,latitude,longitude,heading,gnd_speed,altitude,hours,mins,secs,hundredths,satellites
1,0.080354,0,0.039,0.012,0.012,8.099,-0.974,95.025,-1.119,0.000,0.000,-28.312,0.000,-29.438,1.383,-0.141,9.867,0.673,-0.058,-0.041,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519432,-86.239815,0.000000,0.049,252.800003,11,46,46,0,12
2,0.100472,0,0.074,0.059,0.051,8.095,-0.989,95.024,-1.343,0.112,0.112,-29.250,3.125,-27.688,1.383,-0.148,9.867,0.673,-0.058,-0.041,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519432,-86.239815,0.000000,0.221,252.800003,11,46,46,8,12
3,0.177378,0,0.031,-0.055,0.012,8.091,-1.024,95.021,-1.119,0.112,0.112,-27.375,-0.500,-25.375,1.391,-0.148,9.867,0.673,-0.058,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.118,252.800003,11,46,46,20,12
4,0.223378,0,-0.039,0.027,0.004,8.083,-1.055,95.019,0.000,0.000,0.000,-28.188,3.938,-27.938,1.391,-0.156,9.875,0.673,-0.058,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.159,252.800003,11,46,46,24,12
5,0.297378,0,0.039,-0.047,-0.035,8.072,-1.045,95.020,0.224,0.112,-0.112,-29.188,2.000,-26.688,1.383,-0.156,9.875,0.673,-0.058,-0.041,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519432,-86.239815,0.000000,0.132,252.800003,11,46,46,32,12
6,0.381378,0,0.074,-0.012,0.004,8.075,-1.010,95.027,0.112,-0.112,0.000,-28.062,2.312,-27.188,1.383,-0.156,9.875,0.673,-0.058,-0.041,-0.736,1,-32.090,-7.431,0.000,27.675,2,41.519432,-86.239815,0.000000,0.098,252.800003,11,46,46,40,12
7,0.422378,0,-0.008,-0.012,-0.043,8.060,-0.986,95.024,-0.336,0.000,0.112,-28.000,-1.062,-26.938,1.391,-0.156,9.883,0.673,-0.058,-0.041,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.041,252.800003,11,46,46,44,12
8,0.506378,0,-0.008,-0.039,-0.043,8.055,-1.001,95.018,-0.783,0.000,-0.112,-26.562,3.812,-28.062,1.391,-0.164,9.883,0.673,-0.058,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.046,252.800003,11,46,46,52,12
9,0.577378,0,0.000,-0.039,-0.004,8.057,-1.040,95.030,-0.336,-0.112,-0.112,-28.438,-0.750,-26.562,1.383,-0.164,9.883,0.673,-0.058,-0.041,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.089,252.800003,11,46,46,60,12
10,0.665378,0,0.039,-0.004,0.035,8.057,-1.050,95.034,1.231,0.000,-0.112,-28.875,2.812,-27.750,1.383,-0.164,9.883,0.673,-0.058,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.025,252.800003,11,46,46,68,12
11,0.783378,0,0.000,-0.020,-0.078,8.032,-0.922,95.034,0.895,0.000,0.112,-29.750,1.562,-29.000,1.383,-0.148,9.883,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.091,252.800003,11,46,46,80,12
12,0.856378,0,0.000,-0.039,0.082,8.037,-0.917,95.034,-1.007,-0.112,-0.112,-26.625,1.062,-27.938,1.383,-0.164,9.875,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.137,252.800003,11,46,46,88,12
13,0.902378,0,0.066,-0.039,-0.004,8.035,-0.990,95.049,0.560,0.000,-0.112,-26.625,1.875,-28.938,1.391,-0.164,9.883,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.059,252.800003,11,46,46,92,12
14,0.952378,0,-0.008,-0.004,0.035,8.032,-0.911,95.044,1.902,0.000,0.000,-27.688,2.500,-27.000,1.391,-0.164,9.883,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.111,252.800003,11,46,46,96,12
15,1.026378,0,-0.055,-0.020,-0.043,8.029,-0.852,95.043,1.455,0.112,-0.112,-27.312,3.188,-27.562,1.391,-0.141,9.883,0.673,-0.057,-0.042,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.015,252.800003,11,46,47,4,12
16,1.105358,0,0.031,0.012,0.035,8.026,-0.782,95.044,0.560,0.000,0.000,-26.812,2.312,-27.812,1.391,-0.133,9.883,0.673,-0.056,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.079,252.800003,11,46,47,8,12
17,1.142378,0,-0.008,-0.035,0.035,8.027,-0.812,95.051,-0.560,0.112,0.112,-27.625,-0.250,-28.500,1.391,-0.133,9.883,0.673,-0.056,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.081,252.800003,11,46,47,16,12
18,1.224378,0,-0.008,0.012,-0.051,8.024,-0.837,95.050,-0.895,0.112,0.224,-28.188,4.125,-28.938,1.391,-0.141,9.891,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.106,252.800003,11,46,47,24,12
19,1.304378,0,-0.008,-0.047,-0.004,8.020,-0.872,95.042,-0.112,-0.112,-0.112,-27.812,1.312,-28.812,1.391,-0.148,9.883,0.673,-0.057,-0.042,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.061,252.800003,11,46,47,32,12
20,1.350378,0,0.066,0.027,-0.004,8.027,-0.906,95.045,-0.224,-0.224,0.112,-27.562,2.062,-27.812,1.383,-0.164,9.883,0.673,-0.057,-0.041,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.127,252.800003,11,46,47,36,12
21,1.381378,0,0.031,-0.012,0.035,8.022,-0.921,95.054,0.000,0.000,0.000,-30.562,3.438,-27.062,1.391,-0.156,9.883,0.673,-0.057,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.140,252.800003,11,46,47,40,12
22,1.464378,0,-0.008,-0.047,-0.078,8.027,-0.916,95.054,0.112,0.000,0.000,-30.188,3.438,-27.500,1.391,-0.156,9.883,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.116,252.800003,11,46,47,48,12
23,1.586378,0,-0.008,0.027,0.035,8.022,-0.901,95.055,0.671,-0.112,0.112,-27.938,2.125,-28.250,1.391,-0.164,9.883,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.132,252.800003,11,46,47,60,12
24,1.626378,0,-0.047,0.043,-0.043,8.015,-0.867,95.042,-1.902,-0.112,0.000,-27.375,4.000,-28.688,1.391,-0.164,9.883,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.147,252.800003,11,46,47,64,12
25,1.661379,0,-0.047,-0.070,-0.004,8.021,-1.006,95.038,-1.119,-0.336,-0.224,-29.062,1.812,-28.875,1.391,-0.164,9.883,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.268,252.800003,11,46,47,68,12
26,1.744378,0,-0.008,-0.070,0.113,8.027,-1.030,95.046,0.224,-0.112,-0.112,-28.625,0.938,-27.938,1.391,-0.172,9.883,0.673,-0.058,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.088,252.800003,11,46,47,76,12
27,1.825378,0,0.031,-0.012,-0.012,8.023,-0.941,95.042,2.910,0.224,0.224,-26.812,2.562,-27.938,1.391,-0.156,9.891,0.673,-0.057,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.199,252.800003,11,46,47,84,12
28,1.860378,0,-0.047,0.082,-0.086,8.005,-0.764,95.030,-0.112,0.224,0.000,-27.688,3.000,-28.062,1.391,-0.141,9.891,0.673,-0.056,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.091,252.800003,11,46,47,88,12
29,1.900378,0,-0.133,0.051,-0.004,8.002,-0.809,95.027,-2.462,-0.224,-0.112,-28.750,-0.812,-28.375,1.391,-0.141,9.891,0.673,-0.056,-0.042,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.111,252.800003,11,46,47,92,12
30,1.950378,0,-0.086,-0.055,-0.043,8.013,-0.943,95.032,-3.469,-0.224,-0.224,-28.250,4.375,-28.688,1.391,-0.148,9.883,0.673,-0.057,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.076,252.800003,11,46,47,96,12
31,2.070377,0,0.047,-0.070,0.035,8.019,-1.061,95.044,-1.119,-0.336,-0.448,-26.938,0.875,-28.438,1.375,-0.172,9.883,0.673,-0.058,-0.040,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.046,252.699997,11,46,48,8,12
32,2.144378,0,0.031,-0.020,-0.051,8.022,-1.015,95.057,2.686,0.224,0.336,-27.062,2.188,-29.188,1.398,-0.141,9.891,0.673,-0.058,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.116,252.699997,11,46,48,16,12
33,2.224378,0,-0.102,0.129,0.059,8.016,-0.793,95.038,-0.671,-0.112,0.112,-26.938,0.562,-28.375,1.406,-0.141,9.898,0.673,-0.056,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.100,252.699997,11,46,48,24,12
34,2.307378,0,-0.117,-0.055,-0.094,8.050,-0.872,95.027,-0.112,-0.448,0.112,-27.688,3.375,-28.562,1.375,-0.148,9.898,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.137,252.699997,11,46,48,32,12
35,2.426378,0,0.352,0.395,-0.004,8.055,-0.877,95.017,2.574,-1.119,0.112,-27.125,1.500,-27.000,1.375,-0.141,9.883,0.673,-0.057,-0.042,-0.736,1,-48.923,-9.176,0.000,27.675,2,41.519432,-86.239815,0.000000,0.106,252.699997,11,46,48,44,12
36,2.465378,0,-0.078,0.098,-0.043,8.050,-0.768,95.015,1.567,-0.336,0.000,-29.000,0.562,-27.062,1.422,-0.148,9.883,0.673,-0.056,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.191,252.699997,11,46,48,48,12
37,2.581378,0,-0.156,0.203,-0.148,8.061,-0.798,95.012,-0.224,-0.112,-0.336,-28.562,-0.188,-26.562,1.414,-0.141,9.875,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519432,-86.239815,0.000000,0.197,252.699997,11,46,48,60,12
38,2.697378,0,0.191,-0.102,0.035,8.100,-0.887,95.061,-1.119,-0.336,-0.448,-27.875,2.000,-29.562,1.383,-0.148,9.883,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519432,-86.239815,0.000000,0.052,252.600006,11,46,48,72,12
39,2.784378,0,-0.078,0.059,-0.051,8.082,-0.815,95.036,1.007,0.000,0.112,-26.500,3.375,-29.062,1.422,-0.148,9.891,0.673,-0.057,-0.042,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519432,-86.239815,0.000000,0.068,252.600006,11,46,48,80,12
40,2.839378,0,0.023,-0.039,0.121,8.101,-0.898,95.040,-1.231,-0.448,-0.224,-29.375,0.812,-28.375,1.406,-0.164,9.883,0.673,-0.057,-0.042,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519428,-86.239815,0.000000,0.111,252.600006,11,46,48,84,12
41,2.949378,0,0.145,-0.031,0.227,8.107,-0.921,95.073,0.671,0.000,-0.336,-29.375,3.750,-27.812,1.391,-0.164,9.875,0.673,-0.058,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.019,252.600006,11,46,48,96,12
42,3.069378,0,-0.047,-0.219,-0.125,8.095,-0.872,95.072,1.119,0.224,0.671,-28.750,2.125,-27.938,1.422,-0.141,9.898,0.673,-0.057,-0.042,-0.736,1,-32.090,-7.431,0.000,27.675,2,41.519428,-86.239815,0.000000,0.093,252.600006,11,46,49,8,12
43,3.137378,0,-0.008,0.051,0.113,8.069,-0.758,95.015,-1.119,0.224,0.000,-28.812,-1.062,-26.812,1.406,-0.141,9.883,0.673,-0.056,-0.043,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519428,-86.239815,0.000000,0.052,252.500000,11,46,49,16,12
44,3.222378,0,0.105,0.129,-0.078,8.081,-0.900,95.035,-2.462,-0.336,-0.112,-26.750,-1.000,-28.188,1.391,-0.141,9.883,0.673,-0.057,-0.042,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519428,-86.239815,0.000000,0.127,252.500000,11,46,49,24,12
45,3.268378,0,0.105,0.051,-0.156,8.098,-1.047,95.045,-2.014,-0.224,-0.336,-27.375,3.688,-29.188,1.406,-0.180,9.883,0.673,-0.058,-0.041,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519428,-86.239815,0.000000,0.095,252.500000,11,46,49,28,12
46,3.390379,0,0.000,0.168,0.113,8.082,-1.033,95.040,1.455,0.224,0.112,-26.062,-0.625,-27.500,1.414,-0.180,9.883,0.673,-0.058,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.066,252.500000,11,46,49,40,12
47,3.462378,0,0.016,-0.102,-0.012,8.087,-0.923,95.048,1.455,0.112,0.224,-29.000,1.062,-28.500,1.406,-0.141,9.891,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.096,252.500000,11,46,49,48,12
48,3.542378,0,0.008,-0.035,-0.133,8.082,-0.816,95.021,0.560,-0.224,0.224,-27.188,1.188,-27.000,1.414,-0.133,9.898,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.118,252.500000,11,46,49,56,12
49,3.663378,0,-0.062,-0.078,0.074,8.090,-0.777,95.014,0.783,-0.336,-0.224,-26.875,-0.438,-27.938,1.414,-0.125,9.883,0.673,-0.057,-0.043,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.056,252.399994,11,46,49,68,12
50,3.707378,0,0.082,0.004,0.027,8.100,-0.775,95.029,-2.462,0.112,0.224,-28.562,0.250,-27.562,1.414,-0.164,9.891,0.673,-0.057,-0.043,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.062,252.399994,11,46,49,72,12
51,3.747378,0,-0.039,0.004,0.027,8.105,-0.999,95.013,-1.119,-0.112,0.000,-27.000,4.312,-29.312,1.422,-0.180,9.891,0.673,-0.058,-0.041,-0.736,1,-48.923,-9.176,0.000,27.675,2,41.519428,-86.239815,0.000000,0.084,252.399994,11,46,49,76,12
52,3.903378,0,-0.117,-0.102,0.027,8.115,-1.008,95.032,0.224,-0.224,-0.336,-28.438,3.375,-29.875,1.422,-0.180,9.891,0.673,-0.058,-0.041,-0.736,1,-48.923,-9.176,0.000,27.675,2,41.519428,-86.239815,0.000000,0.106,252.399994,11,46,49,92,12
53,3.948378,0,-0.039,0.164,-0.059,8.121,-0.793,95.047,0.895,-0.112,-0.224,-29.062,1.250,-27.688,1.422,-0.141,9.898,0.673,-0.057,-0.043,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.057,252.399994,11,46,49,96,12
54,4.022378,0,-0.156,-0.035,-0.059,8.113,-0.739,95.036,-0.671,-0.112,0.000,-27.250,2.250,-27.688,1.422,-0.133,9.898,0.673,-0.057,-0.043,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.108,252.399994,11,46,50,4,12
55,4.078378,0,0.137,-0.004,-0.086,8.129,-0.867,95.052,-2.462,-0.224,-0.336,-27.750,0.500,-27.688,1.398,-0.172,9.883,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.221,252.399994,11,46,50,8,12
56,4.220377,0,0.059,-0.070,-0.117,8.125,-0.985,95.069,-1.231,-0.448,-0.112,-29.062,-0.938,-28.938,1.398,-0.188,9.883,0.673,-0.058,-0.042,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519428,-86.239815,0.000000,0.201,252.399994,11,46,50,24,12
57,4.266378,0,0.090,-0.016,0.066,8.126,-1.004,95.077,3.357,0.336,0.560,-28.500,0.750,-29.000,1.430,-0.148,9.906,0.673,-0.058,-0.041,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.078,252.399994,11,46,50,28,12
58,4.342378,0,-0.086,-0.094,-0.027,8.098,-0.727,95.007,1.343,0.000,0.112,-28.812,-0.062,-29.188,1.414,-0.141,9.906,0.674,-0.056,-0.043,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.145,252.399994,11,46,50,36,12
59,4.469377,0,-0.109,0.129,-0.141,8.101,-0.806,95.017,-1.343,0.000,-0.336,-28.500,-0.188,-27.125,1.398,-0.148,9.891,0.673,-0.057,-0.043,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.236,252.399994,11,46,50,48,12
60,4.587378,0,0.043,-0.207,-0.004,8.114,-1.071,95.043,-2.910,0.000,-0.224,-28.000,-0.625,-27.875,1.414,-0.195,9.883,0.673,-0.058,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.078,252.399994,11,46,50,60,12
61,4.626378,0,-0.109,0.176,-0.020,8.092,-0.918,95.049,1.567,0.224,-0.112,-27.750,0.562,-28.125,1.414,-0.188,9.898,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.095,252.399994,11,46,50,64,12
62,4.705378,0,-0.133,0.035,-0.211,8.085,-0.874,95.042,1.343,0.000,0.224,-29.625,2.062,-26.750,1.398,-0.164,9.898,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.147,252.399994,11,46,50,72,12
63,4.824378,0,0.105,-0.102,0.066,8.083,-0.834,95.045,0.336,0.112,-0.224,-27.812,3.625,-28.375,1.391,-0.141,9.891,0.673,-0.057,-0.042,-0.736,1,-35.246,-7.788,0.000,27.675,2,41.519428,-86.239815,0.000000,0.159,252.399994,11,46,50,84,12
64,4.867378,0,-0.199,-0.203,-0.117,8.072,-0.794,95.057,-0.783,0.224,0.224,-29.188,1.688,-26.688,1.430,-0.141,9.891,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.035,252.399994,11,46,50,88,12
65,4.953378,0,-0.262,-0.148,0.043,8.069,-0.860,95.038,0.336,-0.112,-0.336,-27.062,3.750,-27.688,1.422,-0.164,9.875,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.032,252.399994,11,46,50,96,12
66,5.021378,0,0.176,0.480,-0.062,8.064,-0.832,95.085,0.560,0.448,-0.560,-28.500,2.188,-26.438,1.391,-0.188,9.867,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.086,252.399994,11,46,51,4,12
67,5.076378,0,-0.055,-0.062,0.004,8.020,-0.859,95.088,-0.783,0.224,0.112,-26.250,0.625,-27.875,1.398,-0.180,9.875,0.673,-0.057,-0.042,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.098,252.399994,11,46,51,8,12
68,5.139378,0,-0.133,-0.016,-0.035,8.027,-0.903,95.090,-1.119,-0.224,-0.112,-28.562,3.750,-28.812,1.398,-0.188,9.875,0.673,-0.057,-0.041,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.089,252.399994,11,46,51,16,12
69,5.186378,0,-0.168,0.633,0.348,8.025,-0.978,95.079,-0.560,0.448,-0.112,-27.188,1.062,-26.312,1.398,-0.188,9.875,0.673,-0.057,-0.041,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.096,252.300003,11,46,51,20,12
70,5.260378,0,-0.141,0.359,-0.148,8.035,-0.978,95.074,1.902,0.000,0.336,-26.188,3.812,-28.562,1.398,-0.188,9.875,0.673,-0.057,-0.041,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.162,252.300003,11,46,51,28,12
71,5.306378,0,0.398,-0.125,0.234,8.052,-0.794,95.072,4.476,-0.671,0.224,-28.625,0.875,-27.812,1.406,-0.125,9.875,0.673,-0.056,-0.042,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.255,252.300003,11,46,51,32,12
72,5.379378,0,0.359,-0.371,0.043,8.086,-0.570,95.058,0.112,0.112,0.336,-29.062,0.750,-26.938,1.414,-0.109,9.875,0.673,-0.055,-0.044,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.049,252.300003,11,46,51,40,12
73,5.459378,0,-0.375,-0.371,-0.301,8.075,-0.659,95.002,-4.029,1.007,0.783,-26.875,2.562,-28.250,1.414,-0.133,9.875,0.674,-0.056,-0.043,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.228,252.399994,11,46,51,48,12
74,5.539378,0,-0.148,0.633,-0.070,8.059,-0.863,95.008,0.671,-1.119,-1.231,-29.438,0.812,-26.938,1.414,-0.148,9.875,0.673,-0.057,-0.042,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.088,252.300003,11,46,51,56,12
75,5.666378,0,0.238,0.730,-0.379,8.070,-0.752,95.095,3.469,-1.007,0.448,-26.688,0.875,-27.125,1.414,-0.102,9.875,0.673,-0.056,-0.043,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.093,252.300003,11,46,51,68,12
76,5.739378,0,-0.062,0.473,0.035,8.032,-0.579,95.043,-1.790,0.783,-1.679,-26.625,0.750,-28.312,1.406,-0.102,9.883,0.673,-0.055,-0.044,-0.736,1,-48.923,-9.176,0.000,27.675,2,41.519428,-86.239815,0.000000,0.154,252.300003,11,46,51,76,12
77,5.784378,0,-0.176,0.512,0.035,8.047,-0.696,95.059,-1.119,-0.224,0.895,-26.500,-0.125,-28.500,1.406,-0.109,9.883,0.673,-0.056,-0.043,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519428,-86.239815,0.000000,0.059,252.300003,11,46,51,80,12
78,5.857378,0,-0.141,0.363,-0.004,8.032,-0.579,95.043,3.245,-0.895,1.007,-27.062,2.438,-30.688,1.398,-0.094,9.883,0.673,-0.055,-0.044,-0.736,1,-48.923,-9.176,0.000,27.675,2,41.519428,-86.239815,0.000000,0.120,252.300003,11,46,51,88,12
79,5.904378,0,-0.324,0.770,0.188,8.083,-0.504,95.013,0.336,0.224,0.112,-28.500,0.438,-29.000,1.406,-0.070,9.883,0.674,-0.055,-0.044,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.032,252.300003,11,46,51,92,12
80,5.944378,0,-0.301,-0.738,0.035,8.101,-0.567,95.019,-1.007,0.671,-1.007,-29.562,3.312,-30.688,1.414,-0.086,9.883,0.674,-0.055,-0.044,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.035,252.300003,11,46,51,96,12
81,6.019378,0,0.352,-1.496,-0.461,8.063,-0.595,95.076,-0.671,1.007,-1.231,-27.875,-1.688,-27.312,1.406,-0.094,9.883,0.673,-0.055,-0.044,-0.736,1,-42.611,-8.563,0.000,27.675,2,41.519428,-86.239815,0.000000,0.228,252.300003,11,46,52,4,12
82,6.063378,0,0.016,-0.012,0.188,8.062,-0.906,95.099,-5.483,-0.224,0.336,-28.562,-0.438,-25.500,1.406,-0.156,9.883,0.673,-0.057,-0.042,-0.736,1,-38.402,-8.129,0.000,27.675,2,41.519428,-86.239815,0.000000,0.111,252.300003,11,46,52,8,12
83,6.217378,0,0.098,0.520,0.266,8.019,-0.827,95.125,4.812,0.560,0.783,-28.250,1.125,-27.500,1.398,-0.141,9.883,0.673,-0.056,-0.042,-0.737,1,-42.611,-8.563,0.000,27.675,2,41.519424,-86.239815,0.000000,0.108,252.300003,11,46,52,24,12
84,6.298378,0,0.059,0.855,-0.117,8.037,-0.478,95.060,7.386,0.448,1.455,-28.750,3.062,-29.938,1.398,-0.086,9.883,0.673,-0.055,-0.044,-0.736,1,-53.132,-9.562,0.000,27.675,2,41.519424,-86.239815,0.000000,0.120,252.300003,11,46,52,32,12
85,6.344378,0,0.266,-0.148,-0.043,8.139,-0.980,95.059,-7.386,-1.679,0.000,-26.500,2.875,-28.438,1.422,-0.172,9.883,0.673,-0.058,-0.042,-0.736,1,-53.132,-9.562,0.000,27.675,2,41.519424,-86.239815,0.000000,0.170,252.300003,11,46,52,36,12
86,6.380378,0,0.082,-0.391,-0.078,8.147,-1.158,95.061,1.455,-0.448,0.895,-27.688,3.062,-28.750,1.414,-0.195,9.883,0.673,-0.059,-0.041,-0.736,1,-48.923,-9.176,0.000,27.675,2,41.519424,-86.239815,0.000000,0.147,252.300003,11,46,52,40,12
87,6.458378,0,-0.078,-0.316,-0.086,8.152,-1.154,95.052,5.148,0.224,0.560,-27.625,2.375,-28.250,1.422,-0.172,9.891,0.673,-0.059,-0.041,-0.736,1,-53.132,-9.562,0.000,27.675,2,41.519424,-86.239815,0.000000,0.069,252.300003,11,46,52,48,12
88,6.538378,0,0.168,0.277,-0.086,8.123,-0.626,95.024,7.050,0.560,0.224,-26.875,2.500,-27.875,1.406,-0.078,9.891,0.673,-0.056,-0.044,-0.736,1,-56.288,-9.842,0.000,27.675,2,41.519424,-86.239815,0.000000,0.150,252.199997,11,46,52,56,12
89,6.618378,0,0.129,0.281,-0.012,8.079,-0.413,95.040,-4.812,-0.224,-0.448,-28.500,-0.562,-26.750,1.406,-0.078,9.891,0.673,-0.054,-0.045,-0.736,1,-45.767,-8.875,0.000,27.675,2,41.519424,-86.239815,0.000000,0.111,252.199997,11,46,52,64,12
90,6.699378,0,-0.332,0.543,0.105,8.093,-0.831,95.084,-0.783,0.560,-0.671,-29.125,1.062,-26.688,1.406,-0.141,9.883,0.673,-0.057,-0.042,-0.736,1,-53.132,-9.562,0.000,27.675,2,41.519424,-86.239815,0.000000,0.152,252.199997,11,46,52,72,12
